timestamp,open,high,low,close
2025-11-02 01:30:00,3874.41,3876.92,3867.4,3872.09
2025-11-02 02:00:00,3872.09,3877.74,3868.5,3875.28
2025-11-02 03:30:00,3875.28,3886.85,3875.27,3880.63
2025-11-02 04:00:00,3880.62,3887.5,3876.01,3885.42
2025-11-02 07:00:00,3885.42,3913.58,3883.35,3894.89
2025-11-02 09:00:00,3894.89,3918.23,3892.53,3900.0
2025-11-02 09:30:00,3900.0,3900.0,3869.0,3872.82
2025-11-02 10:30:00,3872.82,3876.07,3853.76,3863.3
2025-11-02 11:00:00,3863.29,3884.0,3862.31,3881.2
2025-11-02 11:30:00,3881.2,3897.74,3880.91,3891.31
2025-11-02 12:00:00,3891.31,3895.41,3879.49,3883.0
2025-11-02 12:30:00,3883.0,3887.16,3871.78,3877.51
2025-11-02 13:30:00,3877.5,3877.75,3855.07,3868.34
2025-11-02 22:30:00,3868.33,3873.47,3839.12,3854.5
2025-11-02 23:00:00,3854.51,3882.69,3854.51,3874.17
2025-11-03 00:00:00,3874.17,3916.27,3872.2,3893.99
2025-11-03 00:30:00,3893.99,3897.4,3863.27,3865.11
2025-11-03 01:00:00,3865.12,3865.12,3841.15,3848.51
2025-11-03 01:30:00,3848.51,3852.58,3828.59,3837.47
2025-11-03 02:00:00,3837.48,3842.18,3812.03,3813.76
2025-11-03 02:30:00,3813.77,3813.77,3787.41,3799.38
2025-11-03 03:00:00,3799.38,3807.28,3740.0,3752.27
2025-11-03 03:30:00,3752.26,3761.11,3728.09,3736.23
2025-11-03 04:00:00,3736.23,3744.94,3715.69,3738.35
2025-11-03 04:30:00,3738.35,3749.35,3729.49,3746.75
2025-11-03 05:00:00,3746.74,3765.46,3745.17,3757.38
2025-11-03 05:30:00,3757.39,3759.19,3728.01,3731.94
2025-11-03 06:00:00,3731.94,3741.01,3717.0,3724.02
2025-11-03 06:30:00,3724.02,3731.49,3684.0,3718.5
2025-11-03 07:00:00,3718.5,3733.53,3699.19,3726.91
2025-11-03 07:30:00,3726.91,3736.84,3703.12,3714.58
2025-11-03 08:30:00,3714.54,3720.1,3683.65,3716.42
2025-11-03 09:00:00,3716.42,3740.0,3703.46,3713.71
2025-11-03 10:00:00,3713.7,3720.0,3696.0,3717.64
2025-11-03 10:30:00,3717.63,3717.63,3662.88,3675.99
2025-11-03 11:30:00,3675.99,3724.97,3673.04,3711.68
2025-11-03 12:30:00,3711.68,3728.64,3705.0,3709.34
2025-11-03 13:00:00,3709.33,3716.65,3693.97,3705.63
2025-11-03 13:30:00,3705.64,3728.77,3705.63,3720.38
2025-11-03 14:00:00,3720.38,3748.64,3720.21,3722.76
2025-11-03 15:00:00,3722.76,3739.7,3626.32,3636.79
2025-11-03 15:30:00,3636.78,3640.7,3582.29,3588.89
2025-11-03 16:30:00,3588.89,3627.49,3564.13,3619.22
2025-11-03 17:00:00,3619.22,3669.44,3612.34,3640.05
2025-11-03 18:00:00,3640.06,3682.35,3638.64,3652.11
2025-11-03 18:30:00,3652.11,3658.0,3630.82,3632.45
2025-11-03 19:00:00,3632.45,3647.95,3620.49,3624.09
2025-11-03 19:30:00,3624.09,3649.04,3623.93,3631.5
2025-11-03 20:00:00,3631.5,3636.69,3594.94,3602.46
2025-11-03 20:30:00,3602.46,3616.7,3562.74,3587.97
2025-11-04 00:00:00,3587.96,3615.44,3558.82,3568.09
2025-11-04 00:30:00,3568.09,3636.47,3568.09,3618.13
2025-11-04 01:00:00,3618.14,3644.0,3607.08,3629.38
2025-11-04 02:00:00,3629.39,3654.54,3627.24,3635.16
2025-11-04 02:30:00,3635.15,3640.11,3619.0,3626.1
2025-11-04 03:00:00,3626.1,3650.19,3621.04,3646.19
2025-11-04 03:30:00,3646.19,3651.26,3638.05,3642.29
2025-11-04 04:00:00,3642.3,3647.95,3634.46,3637.67
2025-11-04 04:30:00,3637.68,3644.18,3620.81,3625.16
2025-11-04 05:00:00,3625.16,3631.5,3557.91,3562.45
2025-11-04 05:30:00,3562.45,3562.45,3485.2,3492.08
2025-11-04 07:00:00,3492.09,3562.27,3478.49,3483.97
2025-11-04 07:30:00,3483.97,3506.24,3474.1,3494.56
2025-11-04 08:00:00,3494.56,3498.2,3460.3,3491.05
2025-11-04 08:30:00,3491.05,3512.72,3487.1,3495.83
2025-11-04 10:00:00,3495.82,3503.03,3476.4,3485.29
2025-11-04 10:30:00,3485.29,3494.01,3473.5,3485.74
2025-11-04 11:00:00,3485.74,3525.63,3483.84,3509.86
2025-11-04 11:30:00,3509.85,3534.0,3507.59,3529.52
2025-11-04 12:00:00,3529.53,3532.28,3503.41,3509.29
2025-11-04 13:00:00,3509.28,3520.62,3493.81,3499.66
2025-11-04 13:30:00,3499.66,3523.52,3498.0,3507.37
2025-11-04 14:30:00,3507.37,3563.14,3474.0,3555.94
2025-11-04 15:00:00,3555.97,3587.66,3543.61,3564.02
2025-11-04 15:30:00,3564.02,3564.02,3496.0,3507.58
2025-11-04 16:00:00,3507.59,3520.58,3458.0,3477.17
2025-11-04 16:30:00,3477.17,3489.68,3425.53,3429.62
2025-11-04 17:30:00,3429.63,3429.72,3362.7,3373.33
2025-11-04 18:00:00,3373.32,3374.56,3313.0,3320.39
2025-11-04 19:00:00,3320.38,3326.19,3256.0,3292.83
2025-11-04 19:30:00,3292.82,3298.84,3226.16,3230.94
2025-11-04 21:00:00,3230.94,3252.42,3125.0,3164.63
2025-11-04 21:30:00,3164.62,3216.5,3057.0,3214.87
2025-11-04 22:00:00,3214.88,3272.4,3198.67,3259.99
2025-11-04 22:30:00,3259.99,3289.84,3227.33,3247.2
2025-11-05 00:00:00,3247.19,3304.49,3242.24,3255.24
2025-11-05 00:30:00,3255.24,3259.21,3228.97,3240.47
2025-11-05 01:00:00,3240.46,3242.36,3166.66,3180.82
2025-11-05 01:30:00,3180.82,3254.9,3168.59,3243.67
2025-11-05 02:00:00,3243.67,3286.43,3243.67,3266.99
2025-11-05 02:30:00,3266.99,3326.39,3260.0,3324.94
2025-11-05 03:00:00,3324.94,3334.43,3305.76,3329.07
2025-11-05 03:30:00,3329.06,3349.12,3324.66,3334.83
2025-11-05 04:30:00,3334.83,3345.96,3314.0,3329.48
2025-11-05 05:00:00,3329.47,3354.6,3327.0,3333.78
2025-11-05 05:30:00,3333.79,3345.12,3324.44,3326.14
2025-11-05 06:30:00,3326.13,3341.6,3310.64,3337.13
2025-11-05 07:00:00,3337.13,3338.28,3300.89,3320.28
2025-11-05 07:30:00,3320.28,3342.06,3317.39,3331.08
2025-11-05 08:00:00,3331.09,3331.09,3284.54,3292.96
2025-11-05 08:30:00,3292.95,3311.68,3282.78,3300.85
2025-11-05 09:30:00,3300.84,3322.04,3292.97,3307.53
2025-11-05 10:00:00,3307.53,3308.04,3285.06,3296.43
2025-11-05 10:30:00,3296.43,3302.03,3274.54,3276.55
2025-11-05 11:00:00,3276.59,3309.0,3276.06,3299.92
2025-11-05 11:30:00,3299.93,3325.0,3297.61,3322.55
2025-11-05 13:00:00,3322.58,3359.0,3312.93,3331.51
2025-11-05 14:00:00,3331.52,3375.79,3328.04,3340.83
2025-11-05 14:30:00,3340.83,3362.47,3319.44,3348.92
2025-11-05 15:00:00,3348.93,3369.15,3334.19,3358.44
2025-11-05 15:30:00,3358.44,3399.19,3357.0,3398.36
2025-11-05 16:00:00,3398.37,3406.68,3370.82,3390.17
2025-11-05 16:30:00,3390.17,3440.11,3387.58,3437.93
2025-11-05 17:00:00,3437.94,3446.25,3418.41,3437.48
2025-11-05 18:00:00,3437.47,3447.42,3423.06,3441.83
2025-11-05 19:30:00,3441.83,3479.16,3438.78,3455.12
2025-11-05 20:00:00,3455.11,3480.46,3453.2,3458.0
2025-11-05 20:30:00,3457.99,3467.91,3441.31,3450.98
2025-11-05 21:00:00,3450.98,3450.98,3430.05,3436.81
2025-11-05 21:30:00,3436.8,3451.3,3432.13,3442.36
2025-11-05 23:30:00,3442.37,3445.18,3415.29,3424.29
2025-11-06 00:00:00,3424.29,3424.3,3395.88,3403.74
2025-11-06 00:30:00,3403.73,3409.73,3392.83,3407.6
2025-11-06 01:00:00,3407.59,3407.59,3375.13,3381.3
2025-11-06 01:30:00,3381.3,3410.78,3381.3,3405.38
2025-11-06 02:00:00,3405.38,3416.5,3392.3,3397.4
2025-11-06 02:30:00,3397.41,3429.99,3396.07,3422.13
2025-11-06 04:00:00,3422.13,3450.5,3421.31,3439.28
2025-11-06 04:30:00,3439.28,3456.46,3434.17,3452.83
2025-11-06 05:00:00,3452.83,3452.83,3410.06,3413.11
2025-11-06 06:30:00,3413.12,3414.99,3372.3,3384.71
2025-11-06 10:00:00,3384.72,3394.7,3361.0,3388.03
2025-11-06 10:30:00,3388.03,3415.0,3387.25,3393.7
2025-11-06 11:00:00,3393.7,3405.96,3380.77,3404.3
2025-11-06 11:30:00,3404.31,3407.79,3395.1,3399.4
2025-11-06 12:00:00,3399.39,3404.78,3372.52,3374.19
2025-11-06 12:30:00,3374.19,3382.36,3342.43,3349.5
2025-11-06 13:00:00,3349.5,3398.61,3349.49,3393.13
2025-11-06 13:30:00,3393.13,3403.52,3383.83,3391.03
2025-11-06 14:00:00,3391.03,3400.37,3354.61,3361.98
2025-11-06 14:30:00,3361.99,3362.89,3319.44,3329.01
2025-11-06 15:00:00,3329.01,3365.67,3321.87,3343.43
2025-11-06 16:00:00,3343.44,3344.75,3276.54,3303.73
2025-11-06 16:30:00,3303.71,3303.71,3245.45,3276.59
2025-11-06 17:00:00,3276.6,3313.15,3270.7,3307.99
2025-11-06 17:30:00,3307.98,3340.71,3299.0,3329.65
2025-11-06 18:00:00,3329.65,3334.97,3295.33,3310.51
2025-11-06 19:30:00,3310.51,3352.37,3309.69,3325.8
2025-11-06 20:00:00,3325.86,3337.3,3305.49,3308.13
2025-11-06 20:30:00,3308.12,3312.45,3287.77,3306.41
2025-11-06 21:00:00,3306.41,3316.72,3292.7,3315.68
2025-11-06 21:30:00,3315.68,3335.57,3313.39,3326.04
2025-11-06 22:00:00,3326.04,3330.35,3308.26,3312.77
2025-11-06 22:30:00,3312.78,3323.12,3295.29,3319.61
2025-11-06 23:30:00,3319.61,3319.61,3290.4,3315.14
2025-11-07 00:00:00,3315.14,3329.41,3294.11,3301.4
2025-11-07 01:00:00,3301.41,3332.29,3294.39,3322.04
2025-11-07 01:30:00,3322.04,3325.14,3276.19,3324.79
2025-11-07 02:00:00,3324.79,3327.36,3304.26,3304.92
2025-11-07 02:30:00,3304.92,3352.38,3304.92,3346.66
2025-11-07 03:00:00,3346.68,3365.32,3343.22,3361.86
2025-11-07 03:30:00,3361.85,3362.29,3342.93,3345.12
2025-11-07 04:00:00,3345.12,3348.55,3329.54,3341.0
2025-11-07 04:30:00,3341.0,3341.0,3319.59,3338.42
2025-11-07 05:00:00,3338.42,3363.69,3337.69,3359.54
2025-11-07 06:00:00,3359.51,3369.99,3356.11,3360.72
2025-11-07 07:00:00,3360.72,3364.25,3340.0,3345.77
2025-11-07 07:30:00,3345.76,3359.5,3334.25,3358.42
2025-11-07 08:00:00,3358.41,3360.67,3343.12,3349.89
2025-11-07 08:30:00,3349.89,3350.7,3334.14,3342.04
2025-11-07 09:00:00,3342.04,3342.04,3305.54,3307.03
2025-11-07 09:30:00,3307.03,3312.76,3289.75,3301.48
2025-11-07 10:30:00,3301.47,3310.33,3272.47,3280.55
2025-11-07 11:30:00,3280.54,3280.54,3225.36,3259.97
2025-11-07 12:00:00,3259.97,3274.4,3210.01,3215.28
2025-11-07 12:30:00,3215.28,3225.1,3197.0,3223.05
2025-11-07 13:00:00,3223.04,3248.88,3214.41,3237.37
2025-11-07 13:30:00,3237.37,3249.76,3227.04,3240.99
2025-11-07 14:30:00,3240.99,3299.29,3194.2,3289.43
2025-11-07 15:30:00,3289.43,3318.35,3262.82,3297.52
2025-11-07 16:30:00,3297.52,3333.0,3273.99,3309.2
2025-11-07 17:00:00,3309.2,3387.31,3296.99,3378.17
2025-11-07 17:30:00,3378.17,3395.37,3365.48,3385.63
2025-11-07 18:00:00,3385.63,3422.73,3377.9,3421.29
2025-11-07 18:30:00,3421.28,3435.29,3411.02,3426.17
2025-11-07 19:00:00,3426.16,3439.82,3417.35,3428.02
2025-11-07 19:30:00,3428.03,3450.0,3427.87,3443.6
2025-11-07 20:00:00,3443.6,3452.36,3430.23,3444.76
2025-11-07 21:30:00,3444.8,3471.43,3444.8,3468.83
2025-11-07 22:00:00,3468.83,3473.0,3447.5,3459.19
2025-11-07 22:30:00,3459.19,3459.19,3443.79,3445.89
2025-11-07 23:00:00,3445.9,3449.93,3435.0,3437.48
2025-11-07 23:30:00,3437.49,3447.24,3433.23,3436.05
2025-11-08 01:30:00,3436.04,3448.84,3405.87,3437.27
2025-11-08 02:00:00,3437.26,3458.66,3432.58,3452.08
2025-11-08 02:30:00,3452.08,3460.0,3439.64,3440.9
2025-11-08 03:00:00,3440.91,3457.75,3439.55,3454.91
2025-11-08 03:30:00,3454.91,3467.64,3446.6,3454.19
2025-11-08 04:30:00,3454.18,3488.0,3449.01,3459.0
2025-11-08 05:00:00,3459.0,3466.99,3437.1,3445.6
2025-11-08 06:00:00,3445.61,3450.0,3418.6,3445.04
2025-11-08 06:30:00,3445.04,3455.0,3442.69,3445.45
2025-11-08 07:00:00,3445.46,3446.1,3424.93,3434.19
2025-11-08 07:30:00,3434.2,3451.47,3429.99,3447.9
2025-11-08 08:00:00,3447.89,3457.42,3436.16,3452.31
2025-11-08 08:30:00,3452.32,3473.42,3451.75,3454.73
2025-11-08 09:30:00,3454.74,3464.78,3438.96,3439.88
2025-11-08 10:00:00,3439.88,3448.92,3433.57,3448.31
2025-11-08 11:00:00,3448.31,3456.07,3443.48,3450.85
2025-11-08 11:30:00,3450.84,3451.49,3407.0,3413.03
2025-11-08 12:30:00,3413.02,3417.58,3398.49,3408.86
2025-11-08 13:00:00,3408.87,3410.68,3390.25,3401.02
2025-11-08 13:30:00,3400.96,3412.6,3390.46,3396.83
2025-11-08 14:00:00,3396.83,3401.25,3373.11,3385.72
2025-11-08 14:30:00,3385.71,3412.14,3384.96,3399.77
2025-11-08 15:00:00,3399.78,3403.98,3378.53,3382.93
2025-11-08 15:30:00,3382.93,3388.44,3370.36,3376.79
2025-11-08 16:00:00,3376.8,3383.91,3360.9,3376.11
2025-11-08 16:30:00,3376.12,3381.5,3355.58,3368.03
2025-11-08 17:00:00,3368.04,3392.55,3363.01,3390.19
2025-11-08 17:30:00,3390.19,3400.0,3386.84,3399.29
2025-11-08 18:00:00,3399.28,3399.44,3386.22,3389.51
2025-11-08 18:30:00,3389.51,3408.16,3389.37,3402.77
2025-11-08 21:00:00,3402.77,3406.49,3363.78,3402.79
2025-11-08 21:30:00,3402.79,3410.37,3401.05,3405.99
2025-11-08 22:00:00,3405.98,3405.99,3390.64,3403.97
2025-11-08 22:30:00,3403.96,3411.47,3398.85,3409.5
2025-11-08 23:30:00,3409.5,3415.62,3400.12,3401.51
2025-11-09 01:00:00,3401.51,3402.61,3373.12,3389.45
2025-11-09 02:00:00,3389.45,3403.97,3379.86,3393.09
2025-11-09 02:30:00,3393.08,3393.08,3364.7,3368.11
2025-11-09 03:30:00,3368.11,3378.16,3358.66,3375.8
2025-11-09 04:00:00,3375.8,3389.99,3372.1,3385.62
2025-11-09 04:30:00,3385.61,3386.59,3370.19,3374.69
2025-11-09 05:30:00,3374.69,3409.17,3372.54,3405.53
2025-11-09 06:00:00,3405.53,3411.0,3400.23,3408.72
2025-11-09 07:00:00,3408.72,3419.98,3402.6,3410.9
2025-11-09 07:30:00,3410.9,3427.37,3410.9,3422.78
2025-11-09 08:30:00,3422.79,3424.14,3409.67,3421.5
2025-11-09 09:00:00,3421.53,3435.13,3420.37,3424.61
2025-11-09 09:30:00,3424.61,3425.16,3399.35,3400.97
2025-11-09 10:00:00,3400.98,3400.98,3382.35,3395.5
2025-11-09 10:30:00,3395.49,3401.59,3384.95,3401.59
2025-11-09 11:00:00,3401.59,3424.6,3401.59,3420.33
2025-11-09 11:30:00,3420.34,3432.82,3414.88,3428.37
2025-11-09 13:00:00,3428.38,3464.26,3424.64,3450.93
2025-11-09 13:30:00,3450.93,3464.37,3447.35,3458.9
2025-11-09 14:00:00,3458.91,3554.5,3453.82,3554.5
2025-11-09 15:30:00,3554.49,3563.65,3502.06,3515.51
2025-11-09 16:00:00,3515.52,3522.91,3501.63,3520.09
2025-11-09 16:30:00,3520.09,3537.32,3511.09,3528.19
2025-11-09 17:00:00,3528.19,3531.65,3506.37,3514.87
2025-11-09 17:30:00,3514.88,3520.7,3504.0,3515.51
2025-11-09 18:00:00,3515.52,3522.2,3510.94,3514.46
2025-11-09 18:30:00,3514.46,3544.62,3512.7,3541.54
2025-11-09 19:00:00,3541.54,3558.5,3535.19,3557.8
2025-11-09 19:30:00,3557.8,3580.0,3554.36,3580.0
2025-11-09 22:30:00,3580.0,3597.76,3562.38,3587.35
2025-11-09 23:00:00,3587.36,3623.25,3575.02,3578.2
2025-11-10 00:00:00,3578.23,3606.4,3553.52,3596.77
2025-11-10 00:30:00,3596.77,3653.16,3592.55,3635.97
2025-11-10 02:00:00,3635.97,3658.98,3617.78,3625.66
2025-11-10 02:30:00,3625.67,3633.52,3613.23,3628.6
2025-11-10 03:30:00,3628.6,3647.77,3623.61,3627.47
2025-11-10 05:00:00,3627.48,3631.51,3603.87,3610.38
2025-11-10 06:30:00,3610.37,3612.89,3589.46,3605.64
2025-11-10 07:30:00,3605.64,3622.85,3603.97,3609.09
2025-11-10 08:00:00,3609.09,3615.79,3595.57,3605.96
2025-11-10 09:00:00,3605.95,3606.91,3586.02,3606.46
2025-11-10 10:00:00,3606.46,3631.32,3606.36,3613.78
2025-11-10 11:00:00,3613.78,3616.39,3603.92,3611.78
2025-11-10 11:30:00,3611.78,3621.35,3609.1,3610.57
2025-11-10 12:30:00,3610.57,3611.04,3584.68,3591.8
2025-11-10 13:00:00,3591.81,3617.62,3590.3,3607.01
2025-11-10 13:30:00,3607.02,3622.14,3607.02,3615.5
2025-11-10 14:00:00,3615.5,3615.59,3595.0,3604.34
2025-11-10 14:30:00,3604.34,3607.38,3529.39,3541.62
2025-11-10 15:00:00,3541.61,3551.75,3508.0,3546.15
2025-11-10 16:00:00,3546.15,3560.63,3508.01,3528.0
2025-11-10 16:30:00,3527.98,3537.9,3507.3,3530.11
2025-11-10 17:00:00,3530.1,3544.15,3523.18,3530.01
2025-11-10 19:00:00,3530.0,3560.75,3527.27,3542.87
2025-11-10 19:30:00,3542.88,3576.1,3536.8,3558.55
2025-11-10 20:00:00,3558.55,3579.23,3555.43,3566.08
2025-11-10 20:30:00,3566.09,3584.04,3559.38,3571.95
2025-11-10 21:00:00,3571.94,3572.54,3537.28,3539.98
2025-11-10 22:00:00,3539.99,3555.25,3529.41,3547.94
2025-11-10 22:30:00,3547.94,3580.0,3545.22,3575.91
2025-11-10 23:00:00,3575.91,3581.24,3567.56,3577.61
2025-11-10 23:30:00,3577.62,3580.33,3562.58,3567.85
2025-11-11 00:30:00,3567.85,3592.05,3552.84,3585.85
2025-11-11 01:00:00,3585.85,3648.27,3578.3,3619.99
2025-11-11 01:30:00,3620.0,3620.0,3574.8,3581.06
2025-11-11 02:00:00,3581.07,3593.97,3559.54,3593.97
2025-11-11 03:30:00,3593.97,3636.24,3592.24,3606.1
2025-11-11 04:00:00,3606.11,3610.48,3584.5,3584.71
2025-11-11 04:30:00,3584.71,3589.6,3572.79,3575.02
2025-11-11 05:00:00,3575.01,3575.93,3555.02,3564.18
2025-11-11 05:30:00,3564.19,3564.45,3544.5,3548.82
2025-11-11 06:00:00,3548.82,3557.71,3532.2,3550.24
2025-11-11 06:30:00,3550.25,3559.5,3539.8,3557.7
2025-11-11 07:00:00,3557.71,3566.91,3549.14,3559.29
2025-11-11 08:30:00,3559.29,3564.54,3542.03,3563.4
2025-11-11 10:00:00,3563.4,3587.05,3552.12,3562.08
2025-11-11 10:30:00,3562.08,3562.86,3549.15,3560.74
2025-11-11 11:00:00,3560.74,3581.52,3560.61,3577.29
2025-11-11 12:00:00,3577.29,3594.33,3565.75,3566.04
2025-11-11 13:30:00,3566.03,3573.43,3527.0,3532.65
2025-11-11 14:00:00,3532.65,3547.61,3522.65,3532.33
2025-11-11 14:30:00,3532.34,3533.18,3486.39,3529.92
2025-11-11 15:00:00,3529.91,3529.91,3485.87,3486.66
2025-11-11 16:00:00,3486.67,3495.81,3464.9,3475.35
2025-11-11 17:00:00,3475.37,3500.59,3469.76,3476.6
2025-11-11 17:30:00,3476.6,3478.49,3446.02,3473.65
2025-11-11 18:30:00,3473.64,3486.26,3460.81,3468.86
2025-11-11 19:00:00,3468.85,3469.95,3451.11,3464.67
2025-11-11 19:30:00,3464.66,3469.43,3450.32,3456.81
2025-11-11 20:00:00,3456.81,3461.79,3438.0,3447.76
2025-11-11 20:30:00,3447.76,3448.26,3429.24,3438.26
2025-11-11 21:00:00,3438.26,3449.5,3429.89,3438.72
2025-11-11 21:30:00,3438.72,3439.81,3408.19,3417.66
2025-11-11 22:00:00,3417.65,3435.66,3405.24,3432.63
2025-11-11 23:00:00,3432.63,3438.54,3417.22,3429.93
2025-11-11 23:30:00,3429.92,3429.92,3409.2,3417.76
2025-11-12 00:30:00,3417.76,3435.13,3410.0,3418.13
2025-11-12 01:30:00,3418.13,3453.06,3411.91,3447.45
2025-11-12 02:00:00,3447.44,3456.06,3436.06,3438.75
2025-11-12 02:30:00,3438.74,3438.74,3417.62,3427.23
2025-11-12 03:00:00,3427.23,3442.0,3421.74,3441.08
2025-11-12 03:30:00,3441.08,3446.17,3437.95,3439.1
2025-11-12 04:30:00,3439.11,3445.9,3432.36,3445.0
2025-11-12 05:00:00,3445.01,3458.07,3444.79,3449.16
2025-11-12 05:30:00,3449.16,3451.86,3443.94,3449.6
2025-11-12 06:00:00,3449.61,3457.79,3446.58,3453.02
2025-11-12 06:30:00,3453.02,3453.79,3439.11,3439.11
2025-11-12 07:30:00,3439.11,3452.78,3424.58,3428.23
2025-11-12 08:00:00,3428.24,3459.62,3428.24,3459.62
2025-11-12 08:30:00,3459.62,3480.83,3456.0,3468.47
2025-11-12 09:30:00,3468.48,3494.36,3465.65,3483.72
2025-11-12 10:00:00,3483.72,3515.0,3482.71,3510.1
2025-11-12 10:30:00,3510.1,3548.6,3509.79,3534.51
2025-11-12 13:00:00,3534.5,3570.06,3534.09,3562.98
2025-11-12 14:00:00,3562.98,3588.19,3558.81,3568.21
2025-11-12 14:30:00,3568.21,3571.45,3480.47,3502.28
2025-11-12 15:00:00,3502.27,3521.25,3463.26,3481.92
2025-11-12 15:30:00,3481.92,3497.07,3418.6,3427.85
2025-11-12 17:00:00,3427.85,3433.13,3371.65,3401.47
2025-11-12 17:30:00,3401.47,3453.45,3397.68,3429.55
2025-11-12 18:00:00,3429.55,3454.65,3429.55,3433.08
2025-11-12 18:30:00,3433.07,3445.7,3417.1,3423.87
2025-11-12 19:30:00,3423.86,3426.69,3372.81,3407.99
2025-11-12 20:00:00,3408.0,3430.81,3400.7,3425.65
2025-11-12 21:00:00,3425.65,3439.62,3410.39,3416.93
2025-11-12 21:30:00,3416.92,3424.44,3408.2,3423.03
2025-11-12 22:30:00,3423.04,3423.04,3392.0,3422.13
2025-11-12 23:00:00,3422.12,3423.58,3407.0,3410.5
2025-11-12 23:30:00,3410.5,3415.14,3403.71,3414.92
2025-11-13 00:00:00,3414.91,3423.71,3404.43,3404.67
2025-11-13 00:30:00,3404.67,3433.73,3404.67,3412.38
2025-11-13 01:00:00,3412.38,3453.84,3410.49,3434.11
2025-11-13 02:30:00,3434.17,3457.36,3423.0,3434.19
2025-11-13 03:00:00,3434.2,3451.12,3377.68,3450.6
2025-11-13 04:00:00,3450.6,3488.88,3434.03,3469.11
2025-11-13 05:00:00,3469.11,3491.54,3460.44,3485.27
2025-11-13 05:30:00,3485.28,3540.0,3483.35,3529.19
2025-11-13 06:00:00,3529.18,3547.77,3520.94,3537.45
2025-11-13 08:00:00,3537.46,3565.84,3531.69,3543.16
2025-11-13 08:30:00,3543.16,3546.36,3521.1,3524.07
2025-11-13 09:00:00,3524.08,3529.68,3490.38,3504.44
2025-11-13 09:30:00,3504.44,3515.03,3476.06,3486.43
2025-11-13 10:30:00,3486.43,3516.59,3486.43,3506.01
2025-11-13 11:00:00,3506.02,3518.26,3499.37,3502.88
2025-11-13 11:30:00,3502.88,3511.09,3495.41,3501.95
2025-11-13 12:00:00,3501.94,3506.26,3481.42,3487.18
2025-11-13 12:30:00,3487.19,3511.31,3487.18,3501.15
2025-11-13 13:00:00,3501.14,3501.99,3457.58,3468.49
2025-11-13 13:30:00,3468.49,3472.12,3426.43,3438.18
2025-11-13 15:00:00,3438.18,3478.54,3393.55,3409.99
2025-11-13 15:30:00,3409.99,3411.39,3367.03,3386.85
2025-11-13 16:00:00,3386.84,3398.24,3355.16,3367.99
2025-11-13 16:30:00,3368.0,3389.15,3323.58,3327.59
2025-11-13 17:00:00,3327.58,3328.98,3287.05,3308.74
2025-11-13 17:30:00,3308.73,3320.48,3253.02,3255.5
2025-11-13 18:00:00,3255.49,3264.59,3223.51,3239.72
2025-11-13 19:00:00,3239.73,3241.55,3184.08,3232.4
2025-11-13 19:30:00,3232.39,3234.61,3175.83,3197.69
2025-11-13 20:00:00,3197.69,3197.69,3154.22,3175.43
2025-11-13 20:30:00,3175.42,3206.37,3162.54,3171.65
2025-11-13 21:30:00,3171.65,3193.78,3159.97,3179.74
2025-11-13 22:00:00,3179.73,3219.4,3175.0,3216.32
2025-11-13 22:30:00,3216.31,3236.7,3205.0,3228.87
